TITLE,DESCRIPTION,LINK,Published Date,text,new_column,polarity,subjectivity,len,new_result
Three US soldiers killed in Jordan attack named,,https://www.bbc.co.uk/news/world-middle-east-68133115?at_medium=RSS&at_campaign=KARANGA,nan,Three US soldiers killed in Jordan attack named ,Three US soldiers killed in Jordan attack named,0.0,0.0,37,THE WORLDPOST
Japan: Foreign-born residents sue government for alleged racial profiling,,https://www.bbc.co.uk/news/world-asia-68137532?at_medium=RSS&at_campaign=KARANGA,nan,Japan: Foreign-born residents sue government for alleged racial profiling ,Japan: Foreign-born residents sue government for alleged racial profiling,-0.125,0.125,65,POLITICS
"Toyota recalls 50,000 vehicles in US over airbag 'injury or death' fears",,https://www.bbc.co.uk/news/business-68137266?at_medium=RSS&at_campaign=KARANGA,nan,"Toyota recalls 50,000 vehicles in US over airbag 'injury or death' fears ","Toyota recalls 50,000 vehicles in US over airbag 'injury or death' fears",0.0,0.0,47,WEIRD NEWS
Ecowas: Nigeria rebukes states for quitting regional bloc,,https://www.bbc.co.uk/news/world-africa-68137049?at_medium=RSS&at_campaign=KARANGA,nan,Ecowas: Nigeria rebukes states for quitting regional bloc ,Ecowas: Nigeria rebukes states for quitting regional bloc,0.0,0.0,46,THE WORLDPOST
Bi-2: Russia anti-war band arrested in Thailand faces deportation,,https://www.bbc.co.uk/news/world-asia-68137594?at_medium=RSS&at_campaign=KARANGA,nan,Bi-2: Russia anti-war band arrested in Thailand faces deportation ,Bi-2: Russia anti-war band arrested in Thailand faces deportation,-0.05,0.0,53,WORLD NEWS
E Jean Carroll to spend $83m defamation award on 'something Donald Trump hates',,https://www.bbc.co.uk/news/world-us-canada-68131209?at_medium=RSS&at_campaign=KARANGA,nan,E Jean Carroll to spend $83m defamation award on 'something Donald Trump hates' ,E Jean Carroll to spend $83m defamation award on 'something Donald Trump hates',0.0,0.0,62,POLITICS
Israel-Gaza war: Counting the destruction of religious sites,,https://www.bbc.co.uk/news/world-middle-east-67983018?at_medium=RSS&at_campaign=KARANGA,nan,Israel-Gaza war: Counting the destruction of religious sites ,Israel-Gaza war: Counting the destruction of religious sites,0.0,0.25,47,WORLDPOST
UNRWA: Key UN Gaza aid agency runs into diplomatic storm,,https://www.bbc.co.uk/news/world-middle-east-68123222?at_medium=RSS&at_campaign=KARANGA,nan,UNRWA: Key UN Gaza aid agency runs into diplomatic storm ,UNRWA: Key UN Gaza aid agency runs into diplomatic storm,0.0,1.0,46,THE WORLDPOST
UNRWA claims: UN chief in aid plea after staff accused of helping Hamas in Israel attack,,https://www.bbc.co.uk/news/world-middle-east-68119268?at_medium=RSS&at_campaign=KARANGA,nan,UNRWA claims: UN chief in aid plea after staff accused of helping Hamas in Israel attack ,UNRWA claims: UN chief in aid plea after staff accused of helping Hamas in Israel attack,0.0,0.0,64,THE WORLDPOST
Huge push for Gaza aid - but little hope for those suffering,,https://www.bbc.co.uk/news/world-middle-east-68097993?at_medium=RSS&at_campaign=KARANGA,nan,Huge push for Gaza aid - but little hope for those suffering ,Huge push for Gaza aid - but little hope for those suffering,0.10625000000000004,0.7,37,WORLDPOST
Israel reined in by ICJ rulings on Gaza - but will it obey?,,https://www.bbc.co.uk/news/world-middle-east-68113223?at_medium=RSS&at_campaign=KARANGA,nan,Israel reined in by ICJ rulings on Gaza - but will it obey? ,Israel reined in by ICJ rulings on Gaza - but will it obey?,0.0,0.0,30,RELIGION
ICJ says Israel must prevent genocide in Gaza,,https://www.bbc.co.uk/news/world-middle-east-68108260?at_medium=RSS&at_campaign=KARANGA,nan,ICJ says Israel must prevent genocide in Gaza ,ICJ says Israel must prevent genocide in Gaza,0.0,0.0,37,WORLDPOST
Kerem Shalom crossing: Israeli protesters hold up aid trucks to Gaza,,https://www.bbc.co.uk/news/world-middle-east-68103641?at_medium=RSS&at_campaign=KARANGA,nan,Kerem Shalom crossing: Israeli protesters hold up aid trucks to Gaza ,Kerem Shalom crossing: Israeli protesters hold up aid trucks to Gaza,0.0,0.0,57,WORLD NEWS
Texas: Massive fire engulfs chicken farm in Bryan,,https://www.bbc.co.uk/news/world-us-canada-68138920?at_medium=RSS&at_campaign=KARANGA,nan,Texas: Massive fire engulfs chicken farm in Bryan ,Texas: Massive fire engulfs chicken farm in Bryan,-0.3,0.975,44,WEIRD NEWS
Joinville: Acid spill covers Brazil river in thick white foam,,https://www.bbc.co.uk/news/world-latin-america-68138208?at_medium=RSS&at_campaign=KARANGA,nan,Joinville: Acid spill covers Brazil river in thick white foam ,Joinville: Acid spill covers Brazil river in thick white foam,-0.15000000000000002,0.2375,56,WEIRD NEWS
Camels and zebras rescued from burning US trailer,,https://www.bbc.co.uk/news/world-us-canada-68128449?at_medium=RSS&at_campaign=KARANGA,nan,Camels and zebras rescued from burning US trailer ,Camels and zebras rescued from burning US trailer,0.0,0.0,33,ENVIRONMENT
Watch US officer's miraculous escape as car crashes,,https://www.bbc.co.uk/news/world-us-canada-68125833?at_medium=RSS&at_campaign=KARANGA,nan,Watch US officer's miraculous escape as car crashes ,Watch US officer's miraculous escape as car crashes,0.0,0.0,41,GOOD NEWS
Watch: Diplomats recall moment war broke out at peace council,,https://www.bbc.co.uk/news/world-68113443?at_medium=RSS&at_campaign=KARANGA,nan,Watch: Diplomats recall moment war broke out at peace council ,Watch: Diplomats recall moment war broke out at peace council,0.0,0.0,53,WORLD NEWS
Watch: Soup thrown at Mona Lisa painting,,https://www.bbc.co.uk/news/world-europe-68121941?at_medium=RSS&at_campaign=KARANGA,nan,Watch: Soup thrown at Mona Lisa painting ,Watch: Soup thrown at Mona Lisa painting,0.0,0.0,32,ARTS
Watch: A look at world's largest cruise ship as it leaves Port of Miami,,https://www.bbc.co.uk/news/world-68119243?at_medium=RSS&at_campaign=KARANGA,nan,Watch: A look at world's largest cruise ship as it leaves Port of Miami ,Watch: A look at world's largest cruise ship as it leaves Port of Miami,0.0,0.0,54,TRAVEL
Jordan base attack: What options does US have to respond?,,https://www.bbc.co.uk/news/world-us-canada-68135774?at_medium=RSS&at_campaign=KARANGA,nan,Jordan base attack: What options does US have to respond? ,Jordan base attack: What options does US have to respond?,-0.8,1.0,34,POLITICS
Nothing but rubble: Ukraine's shattered ghost town Avdiivka,,https://www.bbc.co.uk/news/world-europe-68086568?at_medium=RSS&at_campaign=KARANGA,nan,Nothing but rubble: Ukraine's shattered ghost town Avdiivka ,Nothing but rubble: Ukraine's shattered ghost town Avdiivka,0.0,0.0,51,WORLD NEWS
Secret calls and code names: The risky business of sending money to N Korea,,https://www.bbc.co.uk/news/world-asia-68065475?at_medium=RSS&at_campaign=KARANGA,nan,Secret calls and code names: The risky business of sending money to N Korea ,Secret calls and code names: The risky business of sending money to N Korea,-0.4,0.7,53,POLITICS
Lily Gladstone: The Native American actress who could make Oscars history,,https://www.bbc.co.uk/news/entertainment-arts-68109353?at_medium=RSS&at_campaign=KARANGA,nan,Lily Gladstone: The Native American actress who could make Oscars history ,Lily Gladstone: The Native American actress who could make Oscars history,0.0,0.0,59,BLACK VOICES
"Pep Guardiola, Jose Mourinho and the game that changed everything",,https://www.bbc.co.uk/sport/football/68082238?at_medium=RSS&at_campaign=KARANGA,nan,"Pep Guardiola, Jose Mourinho and the game that changed everything ","Pep Guardiola, Jose Mourinho and the game that changed everything",-0.4,0.4,50,SPORTS
Kenya ETA: President Ruto's vision of visa-free entry proves tricky for some,,https://www.bbc.co.uk/news/world-africa-68093488?at_medium=RSS&at_campaign=KARANGA,nan,Kenya ETA: President Ruto's vision of visa-free entry proves tricky for some ,Kenya ETA: President Ruto's vision of visa-free entry proves tricky for some,0.4,0.8,61,WORLDPOST
"'We're the country of beef, but we can only afford chicken'",,https://www.bbc.co.uk/news/business-68126858?at_medium=RSS&at_campaign=KARANGA,nan,"'We're the country of beef, but we can only afford chicken' ","'We're the country of beef, but we can only afford chicken'",-0.6,0.95,27,FOOD & DRINK
